City,Latitude,Longitudes,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Date
Ürümqi,43.8,87.6,59.0,51,99,10.0,CN,1600651139
Carnarvon,-24.87,113.63,60.8,51,0,36.04,AU,1600651139
Korla,41.76,86.15,61.68,43,0,8.9,CN,1600651017
La Ronge,55.1,-105.28,59.0,82,90,15.5,CA,1600651025
Caldwell,43.66,-116.69,78.8,27,1,16.17,US,1600651139
Tarauacá,-8.16,-70.77,74.01,95,100,6.8,BR,1600651139
Nanuque,-17.84,-40.35,72.03,85,13,27.22,BR,1600651140
Leshukonskoye,64.9,45.76,35.17,94,100,10.07,RU,1600651140
Kryvyi Rih,47.92,33.35,50.0,57,25,15.01,UA,1600651140
Arrondissement de Mende,44.67,3.5,47.05,97,85,1.9,FR,1600651140
Geraldton,49.73,-86.95,55.4,66,20,36.04,CA,1600651141
La Rochelle,46.17,-1.15,66.2,88,100,10.51,FR,1600650889
Winslow,35.02,-110.7,86.0,13,1,10.51,US,1600651141
Richards Bay,-28.78,32.04,68.47,73,100,40.04,ZA,1600651141
Los Llanos de Aridane,28.66,-17.92,73.4,78,7,23.02,ES,1600651141
San Benito,26.13,-97.63,80.6,51,90,20.51,US,1600651142
Kruisfontein,-34.0,24.73,54.0,76,94,17.92,ZA,1600651044
Tura,64.28,100.25,40.75,85,23,6.6,RU,1600651142
Jega,12.22,4.38,76.14,86,55,17.92,NG,1600651142
Karratha,-20.74,116.85,75.47,19,0,41.74,AU,1600651045
Ternate,0.8,127.4,83.62,73,10,7.16,ID,1600651008
Ponta do Sol,32.67,-17.1,73.4,73,40,7.52,PT,1600651143
Kalianget,-7.05,113.93,83.8,66,9,16.11,ID,1600651143
Poum,-20.23,164.02,72.3,66,1,21.16,NC,1600651143
Okinawa,26.34,127.8,84.2,78,90,31.03,JP,1600650863
Fortuna,40.6,-124.16,66.0,87,1,28.52,US,1600650877
Tarragona,7.05,126.45,85.28,69,100,22.41,PH,1600651143
Barreirinhas,-2.75,-42.83,78.39,79,0,22.06,BR,1600651144
Cayenne,4.93,-52.33,78.8,100,0,19.01,GF,1600651014
Lompoc,34.64,-120.46,64.4,87,90,23.02,US,1600651057
Olafsvik,64.89,-23.71,42.91,64,87,38.68,IS,1600651144
Oktyabr'skiy,54.48,53.47,42.03,85,100,28.03,RU,1600651145
Chingirlau,51.09,54.08,43.12,84,40,32.68,KZ,1600651145
Raudeberg,61.99,5.14,55.99,90,100,79.66,NO,1600651145
Gisors,49.28,1.78,59.0,67,0,10.51,FR,1600651145
Panzhihua,26.59,101.71,73.63,71,88,3.6,CN,1600651145
Taltal,-25.4,-70.48,58.1,70,3,11.81,CL,1600651146
Iquique,-20.22,-70.14,60.8,77,24,23.02,CL,1600650831
Coyhaique,-45.58,-72.07,44.6,75,90,5.01,CL,1600651146
Dikson,73.51,80.55,40.21,93,100,32.77,RU,1600651039
Shache,38.42,77.24,48.58,70,0,3.96,CN,1600651146
Tucumcari,35.17,-103.72,80.6,26,1,23.02,US,1600651146
Grindavik,63.84,-22.43,41.0,59,40,33.53,IS,1600651010
Sumisip,6.42,121.97,80.6,88,90,5.01,PH,1600651147
Brae,60.4,-1.35,53.6,100,100,33.53,GB,1600651147
Broome,-17.97,122.23,82.4,39,1,28.52,AU,1600651032
Puerto del Rosario,28.5,-13.86,73.4,73,0,15.5,ES,1600651147
Kokopo,-4.35,152.26,85.95,65,58,19.22,PG,1600651148
Ouadda,8.08,22.4,68.36,95,74,6.8,CF,1600651148
Nanortalik,60.14,-45.24,38.08,82,87,10.31,GL,1600651148
Santa Vitória do Palmar,-33.52,-53.37,46.11,66,0,15.32,BR,1600650907
Turukhansk,65.82,87.98,48.42,92,100,31.23,RU,1600651148
Altamira,-3.2,-52.21,79.16,66,3,5.14,BR,1600650906
Hasaki,35.73,140.83,70.0,88,75,5.01,JP,1600650979
Lianhe,47.13,129.27,56.79,73,44,1.45,CN,1600651136
Tuatapere,-46.13,167.68,57.58,54,100,14.56,NZ,1600651149
Manaus,-3.1,-60.02,89.6,55,20,7.52,BR,1600650954
Cabo San Lucas,22.89,-109.91,87.01,74,16,4.45,MX,1600651149
Adrar,25.75,-1.0,92.35,14,0,13.51,DZ,1600651001
Angoulême,45.65,0.15,64.0,93,100,6.06,FR,1600651150
Lorengau,-2.02,147.27,85.6,69,100,17.31,PG,1600651150
Cabadiangan,9.75,122.47,85.35,69,100,3.65,PH,1600651150
Araouane,18.9,-3.53,93.33,25,0,25.32,ML,1600651020
Nikolskoye,59.7,30.79,53.6,81,75,25.01,RU,1600651150
São Filipe,14.9,-24.5,78.6,80,44,2.3,CV,1600651031
San Juan,26.19,-98.16,84.2,47,1,18.01,US,1600651151
Jaisinghnagar,23.7,81.38,77.34,89,97,5.41,IN,1600651151
Mahébourg,-20.41,57.7,71.6,73,40,25.52,MU,1600651151
Chokurdakh,70.63,147.92,44.94,67,0,27.51,RU,1600651151
Katsuura,35.13,140.3,72.0,88,100,14.61,JP,1600651037
Saint-Denis,-20.87,55.47,69.8,68,38,43.53,RE,1600651152
Provideniya,64.38,-173.3,42.8,70,75,25.01,RU,1600651152
Egvekinot,66.32,-179.17,37.62,77,44,24.67,RU,1600651030
Sovetskiy,61.36,63.58,39.04,93,100,23.91,RU,1600651152
Zelenoborskiy,66.84,32.36,40.44,86,0,20.27,RU,1600651152
Ulladulla,-35.35,150.47,79.0,50,0,20.51,AU,1600651152
Kulhudhuffushi,6.62,73.07,82.36,75,100,42.88,MV,1600651153
Vanderhoof,54.02,-124.02,55.09,81,100,9.42,CA,1600651153
Fomboni,-12.28,43.74,77.13,71,0,24.16,KM,1600651153
Mount Isa,-20.73,139.5,93.2,34,0,36.04,AU,1600650991
Blagoyevo,63.37,47.92,34.39,93,100,10.96,RU,1600651153
Liepāja,56.54,21.04,59.0,87,58,20.51,LV,1600651154
Nilai,2.82,101.8,77.0,94,20,5.01,MY,1600651154
Ballina,-28.87,153.57,82.99,57,0,20.51,AU,1600651154
Hobart,-42.88,147.33,61.0,63,40,28.52,AU,1600650851
Ponta Delgada,37.73,-25.67,68.0,72,75,33.53,PT,1600651154
Buchanan,5.88,-10.05,75.25,93,100,16.67,LR,1600651155
Teya,60.38,92.63,47.71,87,100,7.76,RU,1600651155
Qaanaaq,77.48,-69.36,17.8,93,92,5.61,GL,1600650994
Tuktoyaktuk,69.45,-133.04,37.4,85,90,51.54,CA,1600651014
Yeppoon,-23.13,150.73,80.6,57,75,20.51,AU,1600651155
Scarborough,54.28,-0.4,51.01,88,6,4.16,GB,1600651156
Norman Wells,65.28,-126.83,57.2,50,75,10.51,CA,1600650989
Shenjiamen,29.96,122.3,74.21,61,100,23.31,CN,1600651156
Kyren,51.68,102.14,48.29,58,19,1.34,RU,1600651156
Bilma,18.69,12.92,87.03,22,0,9.8,NE,1600651156
Severo-Kuril'sk,50.68,156.12,52.14,65,100,16.51,RU,1600651157
Mweka,-4.85,21.57,70.12,97,100,4.16,CD,1600651157
Orikum,40.33,19.47,72.07,71,6,4.29,AL,1600651157
Kabwe,-14.45,28.45,65.52,33,0,16.51,ZM,1600651157
Kapaa,22.08,-159.32,84.0,69,90,20.51,US,1600651108
Syracuse,37.09,15.28,75.2,100,5,10.51,IT,1600651158
Ardakān,32.31,54.02,68.0,18,0,10.51,IR,1600651158
Tiksi,71.69,128.87,46.06,66,43,35.88,RU,1600651000
Guadalupe y Calvo,26.1,-106.97,56.17,94,100,8.37,MX,1600651158
Sar-e Pul,35.83,66.17,40.17,65,0,4.0,AF,1600651159
Pisco,-13.7,-76.22,62.6,82,54,38.52,PE,1600651159
Cherskiy,68.75,161.3,38.53,72,68,12.75,RU,1600651159
Shymkent,42.3,69.6,59.0,33,0,5.01,KZ,1600651159
Nyurba,63.28,118.33,49.57,72,100,1.95,RU,1600650990
Zhangzhou,24.51,117.66,78.8,74,75,15.01,CN,1600651160
Matagami,49.75,-77.63,51.8,62,90,25.52,CA,1600651160
Olinda,-8.01,-34.86,78.8,78,40,15.5,BR,1600651160
Alyangula,-13.85,136.42,86.0,62,90,7.52,AU,1600651160
Longonjo,-12.91,15.25,61.68,85,69,4.81,AO,1600651161
Ushuaia,-54.8,-68.3,44.6,82,40,20.51,AR,1600651011
Sambava,-14.27,50.17,67.68,89,2,22.77,MG,1600651161
Kirakira,-10.45,161.92,82.4,78,36,28.77,SB,1600651161
Bluff,-46.6,168.33,52.61,63,100,15.9,NZ,1600650986
Błonie,52.2,20.62,48.99,88,0,11.86,PL,1600651161
Celestún,20.87,-90.4,83.14,77,14,21.21,MX,1600651162
Bugiri,0.57,33.74,63.09,94,50,5.7,UG,1600651162
Starotimoshkino,53.72,47.53,39.52,89,94,28.63,RU,1600651162
Port Lincoln,-34.73,135.87,59.54,55,1,64.29,AU,1600650989
Vila Franca do Campo,37.72,-25.43,68.0,72,75,31.03,PT,1600650722
Oistins,13.07,-59.53,84.2,74,20,23.02,BB,1600651163
Piterka,50.68,47.45,44.37,68,15,22.57,RU,1600651163
Kangaatsiaq,68.31,-53.46,35.29,85,100,22.66,GL,1600651163
Maragondon,14.23,120.72,86.0,74,40,7.52,PH,1600651163
Bambous Virieux,-20.34,57.76,72.0,73,40,25.52,MU,1600651007
Teknāf,20.86,92.31,81.28,87,100,36.08,BD,1600651163
Ngunguru,-35.62,174.5,62.01,66,0,13.4,NZ,1600651164
Santiago de Cao,-7.96,-79.24,60.67,92,22,21.92,PE,1600651164
Inta,66.03,60.17,37.31,89,98,21.77,RU,1600651164
Dzhubga,44.32,38.7,61.79,54,6,34.87,RU,1600651164
